27	27	27	27	30	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	32	37	27	27	27	27	27	27	27	27	27	27	27	27
27	40	27	27	36	28	28	33	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	32	37	27	27	40	27	40	27	27	27	40	27	27	27	27
40	27	27	27	27	27	27	36	33	2	2	2	2	2	3	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	31	27	27	27	27	27	27	27	27	27	27	27	40	27	27
27	27	27	27	27	27	27	27	30	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2	31	40	27	27	27	27	27	27	27	27	27	27	27	27	27
27	27	27	40	27	40	27	27	30	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	31	27	27	27	27	40	27	40	27	27	27	27	27	27	27
27	27	27	27	27	27	27	27	30	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	31	27	27	27	27	27	27	27	27	27	40	27	27	27	27
27	27	27	27	27	27	27	27	36	28	33	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	31	27	27	40	27	27	40	27	27	27	40	27	27	27	27
27	27	40	27	40	27	27	27	27	27	36	28	28	28	28	33	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	31	27	27	27	27	27	27	27	27	27	27	27	27	27	27
27	27	27	27	27	27	27	27	27	27	27	27	27	27	40	30	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	32	37	40	27	27	27	40	27	27	27	27	40	27	27	27	27
27	27	27	27	27	40	27	27	27	27	40	27	27	27	27	30	2	3	3	2	2	2	2	2	2	3	2	2	2	3	2	2	32	28	37	27	27	27	27	27	27	27	27	27	27	27	27	27	27	40
40	27	27	27	27	27	27	27	27	27	27	27	27	40	27	30	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	31	27	27	27	27	27	27	27	27	27	27	27	27	40	27	27	27	27
27	27	27	27	27	27	27	27	39	29	29	29	29	29	29	34	3	2	2	2	2	2	3	2	2	2	2	2	2	2	32	28	37	27	27	40	27	27	27	40	27	27	27	27	27	27	27	27	27	27
27	27	27	27	27	27	27	39	34	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	32	37	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	40	27	27	27
27	40	27	27	39	29	29	34	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	31	27	27	40	40	27	27	27	27	40	27	27	27	40	27	27	40	27	27	27	27
27	27	27	40	30	2	2	3	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	3	2	2	2	31	27	27	27	27	27	27	27	27	27	27	40	27	27	27	27	27	27	27	27	27
27	27	27	27	30	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	31	40	27	27	27	27	27	27	27	27	27	27	27	27	40	27	27	27	27	27	27
27	27	27	27	30	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	35	29	38	27	27	27	27	40	27	27	27	27	27	27	27	27	27	27	27	27	27
27	27	27	27	30	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	3	2	2	2	2	2	2	2	2	31	27	27	27	39	29	29	29	29	29	38	27	27	27	27	27	40	27	27
40	27	27	27	30	2	2	3	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	31	27	27	39	34	2	2	2	2	2	31	27	27	40	27	27	27	27	40
27	27	27	40	36	33	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	3	2	2	35	38	39	34	2	2	2	3	2	2	31	27	27	27	27	27	27	27	27
27	27	27	27	27	36	28	33	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	35	34	2	2	3	2	2	2	2	31	27	27	27	27	27	27	27	27
27	40	27	27	27	40	27	30	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	31	27	40	27	27	27	27	27	27
27	27	27	27	40	27	27	30	2	2	2	3	2	2	2	32	28	28	28	28	28	33	3	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	32	37	27	27	27	40	27	27	27	27
27	27	27	27	27	27	40	30	2	2	2	2	2	2	32	37	27	27	27	27	27	36	33	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	32	37	27	40	27	27	40	27	27	27	27
27	27	40	40	27	27	40	30	2	2	2	2	2	32	37	27	27	27	27	40	27	27	30	2	2	2	2	2	2	3	2	3	2	2	3	2	2	2	2	31	27	27	27	27	27	27	27	27	27	27
27	27	27	27	27	27	27	36	28	28	28	28	28	37	40	27	27	27	27	27	27	27	36	33	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	31	27	27	27	27	27	27	27	40	27	27
27	27	27	27	27	27	27	27	27	27	40	40	27	27	27	27	27	27	27	27	27	27	27	36	33	2	2	2	2	2	2	2	2	3	2	2	2	2	32	37	27	27	27	27	40	27	27	27	27	27
27	40	27	27	40	27	27	27	27	27	27	27	27	27	27	27	40	27	27	40	27	27	27	27	30	2	2	2	2	2	3	2	2	3	2	2	2	2	31	27	27	40	27	27	27	27	27	27	27	27
27	27	27	27	27	27	27	27	27	27	40	27	27	27	27	27	27	27	27	27	27	27	40	27	30	2	2	2	3	2	2	2	2	2	2	2	2	32	37	40	27	27	27	27	27	27	27	27	27	27
27	27	27	27	27	27	27	40	27	27	27	27	27	27	27	27	27	27	27	40	27	27	27	27	36	28	28	28	28	28	28	28	28	28	28	28	28	37	27	27	27	27	27	27	27	27	27	40	27	40
27	40	27	27	27	27	27	27	40	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	40	27	27	27	27	27	27	27	27	27	27	40	40	27	27	40	27	27	40	27	27	27	27	27	27
27	27	27	27	27	27	27	27	27	27	27	27	27	27	40	27	27	27	27	27	27	27	40	27	27	27	27	27	27	27	40	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27
